bioguide_id,committee_name,policy_area
W000816,Committee on Armed Services,Defense
W000816,Committee on Natural Resources,Public Lands
W000816,Permanent Select Committee on Intelligence,Defense
W000816,Committee on Financial Services,Domestic Commerce
W000816,Committee on Ways and Means,Macroeconomics
W000816,Committee on the Budget,Macroeconomics
W000816,Committee on Appropriations,Macroeconomics
W000816,Committee on Energy and Commerce,Energy
W000816,"Committee on Banking, Housing, and Urban Affairs",Housing
W000816,Committee on Oversight and Government Reform,Government Operations
W000816,Committee on Education and the Workforce,Education
W000816,Committee on the Judiciary,Law and Crime
W000816,Committee on Environment and Public Works,Environment
W000816,Committee on Transportation and Infrastructure,Transportation
W000816,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000816,Committee on Commerce,Domestic Commerce
W000816,Committee on Science,Technology
W000816,Committee on Energy and Natural Resources,Energy
W000816,Committee on Finance,Macroeconomics
W000816,"Committee on Science, Space, and Technology",Technology
W000816,Committee on Public Works,
W000816,Committee on Foreign Affairs,International Affairs
W000816,Ad Hoc Committee on Energy,
W000816,Committee on Foreign Relations,International Affairs
W000816,Committee on Veterans' Affairs,Social Welfare
W000816,Committee on Small Business,Domestic Commerce
W000816,Committee on Banking and Currency,
W000816,Committee on Rules,Government Operations
W000816,House Permanent Select Committee on Intelligence,Defense
W000817,"Committee on Banking, Housing, and Urban Affairs",Housing
W000817,Committee on Financial Services,Domestic Commerce
W000817,"Committee on Health, Education, Labor, and Pensions",Health
W000817,Special Committee on Aging,Social Welfare
W000817,Committee on Energy and Commerce,Energy
W000817,Committee on Energy and Natural Resources,Energy
W000817,Committee on Foreign Relations,International Affairs
W000817,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000817,Committee on the Budget,Macroeconomics
W000817,Committee on Veterans' Affairs,Social Welfare
W000817,Committee on Appropriations,Macroeconomics
W000817,Joint Committee on Taxation,Macroeconomics
W000817,Committee on the Judiciary,Law and Crime
W000817,Committee on Homeland Security and Governmental Affairs,Government Operations
W000817,Committee on Oversight and Government Reform,Government Operations
W000817,Committee on Science and Technology,
W000817,Committee on Finance,Macroeconomics
W000817,Committee on Armed Services,Defense
W000817,Committee on Agriculture,Agriculture
W000817,Committee on Environment and Public Works,Environment
W000817,Select Committee on Intelligence,Defense
W000817,Committee on Ways and Means,Macroeconomics
W000817,Committee on Education,Education
W000817,Committee on Natural Resources,Public Lands
W000817,Committee on Transportation and Infrastructure,Transportation
W000817,Committee on Education and the Workforce,Education
W000817,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
W000817,Committee on Rules and Administration,Government Operations
W000819,Committee on Homeland Security,Defense
W000819,Committee on Education and the Workforce,Education
W000819,Committee on Energy and Commerce,Energy
W000819,Committee on the Judiciary,Law and Crime
W000819,Committee on Ways and Means,Macroeconomics
W000819,Committee on Oversight and Government Reform,Government Operations
W000819,Committee on Oversight,Government Operations
W000819,Committee on the Budget,Macroeconomics
W000819,Committee on Rules,Government Operations
W000819,Committee on Financial Services,Domestic Commerce
W000819,Committee on Homeland Security and Governmental Affairs,Government Operations
W000819,"Committee on Science, Space, and Technology",Technology
W000819,Committee on Armed Services,Defense
W000819,Committee on Foreign Affairs,International Affairs
W000819,Committee on Foreign Relations,International Affairs
W000819,Committee on Energy and Natural Resources,Energy
W000819,Committee on House Administration,Government Operations
W000819,Committee on Transportation and Infrastructure,Transportation
W000819,Committee on Environment and Public Works,Environment
W000819,"Committee on Health, Education, Labor, and Pensions",Health
W000819,Committee on Education,Education
W000819,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000819,Committee on Veterans' Affairs,Social Welfare
W000819,Committee on Small Business,Domestic Commerce
W000819,Committee on Appropriations,Macroeconomics
W000819,Committee on Natural Resources,Public Lands
W000820,Committee on Rules,Government Operations
W000820,Committee on the Judiciary,Law and Crime
W000820,Committee on Ways and Means,Macroeconomics
W000820,Committee on Appropriations,Macroeconomics
W000820,Committee on Education and the Workforce,Education
W000820,Committee on Energy and Commerce,Energy
W000820,Committee on Energy and Natural Resources,Energy
W000820,Committee on Transportation and Infrastructure,Transportation
W000820,Committee on the Budget,Macroeconomics
W000820,Committee on Financial Services,Domestic Commerce
W000820,Committee on Armed Services,Defense
W000820,"Committee on Science, Space, and Technology",Technology
W000820,Select Committee on Intelligence,Defense
W000820,House Permanent Select Committee on Intelligence,Defense
W000820,Committee on Finance,Macroeconomics
W000820,Committee on Homeland Security,Defense
W000820,Committee on Homeland Security and Governmental Affairs,Government Operations
W000820,Committee on Foreign Affairs,International Affairs
W000820,Committee on Foreign Relations,International Affairs
W000820,Select Committee on Energy Independence and Global Warming,
W000820,Committee on Agriculture,Agriculture
W000820,Committee on Natural Resources,Public Lands
W000820,Committee on Oversight and Government Reform,Government Operations
W000820,Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi,
W000820,Committee on Oversight,Government Operations
W000820,Committee on Environment and Public Works,Environment
W000820,"Committee on Banking, Housing, and Urban Affairs",Housing
W000820,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000820,Committee on Commerce,Domestic Commerce
W000820,Committee on Science,Technology
W000820,Committee on Public Works,
W000820,"Committee on Health, Education, Labor, and Pensions",Health
W000820,Committee on Education and Labor,Education
W000821,Committee on Homeland Security,Defense
W000821,Committee on Homeland Security and Governmental Affairs,Government Operations
W000821,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000821,Committee on Transportation and Infrastructure,Transportation
W000821,Committee on Appropriations,Macroeconomics
W000821,Committee on the Judiciary,Law and Crime
W000821,Committee on the Budget,Macroeconomics
W000821,Committee on Ways and Means,Macroeconomics
W000821,Committee on Financial Services,Domestic Commerce
W000821,Committee on Education and the Workforce,Education
W000821,Committee on Armed Services,Defense
W000821,"Committee on Science, Space, and Technology",Technology
W000821,Committee on Oversight and Government Reform,Government Operations
W000821,Committee on Energy and Commerce,Energy
W000821,Committee on Science and Technology,
W000821,Committee on Commerce,Domestic Commerce
W000821,Committee on Science,Technology
W000821,Committee on Education and Labor,Education
W000821,Committee on Foreign Affairs,International Affairs
W000821,Committee on Foreign Relations,International Affairs
W000821,Committee on Energy and Natural Resources,Energy
W000821,Committee on Agriculture,Agriculture
W000821,Committee on Natural Resources,Public Lands
W000821,Ad Hoc Committee on Energy,
W000821,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
W000821,Committee on Ethics,Government Operations
W000821,Committee on Rules,Government Operations
W000821,Committee on Small Business,Domestic Commerce
W000821,House Permanent Select Committee on Intelligence,Defense
W000821,Select Committee on Intelligence,Defense
W000821,"Committee on Health, Education, Labor, and Pensions",Health
W000821,Committee on Small Business and Entrepreneurship,Domestic Commerce
W000821,Committee on Finance,Macroeconomics
W000822,Joint Committee on Taxation,Macroeconomics
W000822,Committee on the Budget,Macroeconomics
W000822,Joint Committee on Internal Revenue Taxation,
W000822,Committee on Rules,Government Operations
W000822,Committee on Energy and Commerce,Energy
W000822,Committee on Financial Services,Domestic Commerce
W000822,"Committee on Science, Space, and Technology",Technology
W000822,Committee on Ways and Means,Macroeconomics
W000822,Committee on the Judiciary,Law and Crime
W000822,Committee on Appropriations,Macroeconomics
W000822,Committee on Oversight and Government Reform,Government Operations
W000822,Permanent Select Committee on Intelligence,Defense
W000822,Committee on Agriculture,Agriculture
W000822,Committee on Armed Services,Defense
W000822,Committee on Foreign Affairs,International Affairs
W000822,Committee on Transportation and Infrastructure,Transportation
W000822,Committee on House Administration,Government Operations
W000822,Committee on Standards of Official Conduct,Government Operations
W000822,Committee on Ethics,Government Operations
W000822,Committee on Natural Resources,Public Lands
W000822,Committee on Homeland Security,Defense
W000822,Committee on Homeland Security and Governmental Affairs,Government Operations
W000822,Committee on Oversight,Government Operations
W000822,Committee on Education and the Workforce,Education
W000822,Committee on Veterans' Affairs,Social Welfare
W000822,Committee on Small Business,Domestic Commerce
W000822,Committee on Environment and Public Works,Environment
W000822,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000822,Committee on Commerce,Domestic Commerce
W000822,Committee on Science,Technology
W000822,Committee on Education,Education
W000822,Select Committee on Intelligence,Defense
W000822,Committee on Foreign Relations,International Affairs
W000822,House Permanent Select Committee on Intelligence,Defense
