interest_group,org_id,original_name,original_name_2,similarity_score,current_name,current_name_2,acronym,acronym_2,active,name_match,helper_1,helper_2,helper_3
Harris County Healthcare Alliance,20112444,Harris County Healthcare Alliance,Harris County Healthcare Alliance,71,Sentara Healthcare,Harris County Healthcare Alliance,,,True,False,False,True,False
Hazel Hawkins Hospitals Foundations,20112456,Hazel Hawkins Hospitals Foundations,Hazel Hawkins Hospitals Foundations,40,"Hollister, California",Hazel Hawkins Hospitals Foundations,,,True,False,False,True,False
Health Care for America Now,20112460,Health Care for America Now,Health Care for America Now,100,Health Care for America NOW!,Health Care for America NOW!,HCAN,HCAN,True,True,False,False,False
Health IT Now Coalition,20112462,Health IT Now Coalition,Health IT Now Coalition,67,Blue Dog Coalition,Health IT Now Coalition,,HITN,True,False,False,True,True
"Health and Hospitals, Inc",20112464,"Health and Hospitals, Inc",Health and Hospitals,55,LifePoint Health,Health and Hospitals,,,True,False,True,True,False
HealthCorps,20112466,HealthCorps,HealthCorps,100,HealthCorps,HealthCorps,HMS,HMS,True,True,False,False,False
HealthStar,20112469,HealthStar,HealthStar,83,MedStar Health,HealthStar,,,True,False,False,True,False
Healthfirst,20112473,Healthfirst,Healthfirst,52,UT Health East Texas,Healthfirst,,,True,False,False,True,False
Healthy Habitats Coalition,20112477,Healthy Habitats Coalition,Healthy Habitats Coalition,74,Habitat International Coalition,Healthy Habitats Coalition,,,True,False,False,True,False
Heard Museum,20112478,Heard Museum,Heard Museum,100,Heard Museum,Heard Museum,,,True,True,False,False,False
Heart Rhythm Society,20112480,Heart Rhythm Society,Heart Rhythm Society,100,Heart Rhythm Society,Heart Rhythm Society,,,True,True,False,False,False
Heart of a Champion,20112481,Heart of a Champion,Heart of a Champion,100,Heart of a Champion,Heart of a Champion,,,True,True,False,False,False
Heartland Family Service,20112482,Heartland Family Service,Heartland Family Service,56,List of Heartland episodes,Heartland Family Service,,,True,False,False,True,False
Henry H. Kessler Foundation,20112495,Henry H. Kessler Foundation,Henry H. Kessler Foundation,100,Kessler Foundation,Kessler Foundation,,,True,False,False,False,False
Henry Mayo Newhall Memorial Health Foundation,20112496,Henry Mayo Newhall Memorial Health Foundation,Henry Mayo Newhall Memorial Health Foundation,86,Henry Mayo Newhall Memorial Hospital,Henry Mayo Newhall Memorial Health Foundation,,,True,False,False,True,False
"Hereditary Hemorrhagic Telangiectasia (HHT) Foundation International, Inc",20112499,"Hereditary Hemorrhagic Telangiectasia (HHT) Foundation International, Inc",Hereditary Hemorrhagic Telangiectasia Foundation International,0,,Cure HHT Foundation,,,False,False,True,True,False
Heritage Action of America,20112500,Heritage Action of America,Heritage Action of America,100,Heritage Action,Heritage Action of America,,,True,False,False,True,False
Heritage Fund,20112501,Heritage Fund,Heritage Fund,76,World Heritage Site,Heritage Fund,UNESCO,UNESCO,True,False,False,True,False
High Tech Spectrum Coalition,20112514,High Tech Spectrum Coalition,High Tech Spectrum Coalition,67,2G spectrum case,High Tech Spectrum Coalition,,,True,False,False,True,False
Higher Education Allied Health Leaders Coalition,20112515,Higher Education Allied Health Leaders Coalition,Higher Education Allied Health Leaders Coalition,40,Young Patriots Organization,Higher Education Allied Health Leaders Coalition,,,True,False,False,True,False
Highland Rivers Community Service Board,20112519,Highland Rivers Community Service Board,Highland Rivers Community Service Board,60,"Highland County, Virginia",Highland Rivers Community Service Board,,,True,False,False,True,False
Hightech Shippers' Coalition,20112520,Hightech Shippers' Coalition,Hightech Shippers' Coalition,12,Bremen,Hightech Shippers' Coalition,,,True,False,False,True,False
Hispanic Chamber of Commerce,20112528,Hispanic Chamber of Commerce,Hispanic Chamber of Commerce,100,United States Hispanic Chamber of Commerce,United States Hispanic Chamber of Commerce,USHCC,USHCC,True,False,False,False,False
Hispanic College Fund,20112529,Hispanic College Fund,Hispanic College Fund,100,Hispanic College Fund,Hispanic Scholarship Fund,HCF,HCF,True,True,False,True,False
Hispanic Communications Network,20112530,Hispanic Communications Network,Hispanic Communications Network,20,Telemundo,Hispanic Communications Network,,,True,False,False,True,False
Hispanic Dental Association,20112531,Hispanic Dental Association,Hispanic Dental Association,53,List of dental organizations in the United States,Hispanic Dental Association,,,True,False,False,True,False
Hispanic Lobbyists Association,20112532,Hispanic Lobbyists Association,Hispanic Lobbyists Association,54,Hispanic and Latino Americans,Hispanic Lobbyists Association,,,True,False,False,True,False
Historic Tax Credit Coalition,20112534,Historic Tax Credit Coalition,Historic Tax Credit Coalition,63,Credit Suisse,Historic Tax Credit Coalition,,,True,False,False,True,False
Historical Society of Pittsburgh,20112535,Historical Society of Pittsburgh,Historical Society of Pittsburgh,80,New-York Historical Society,Historical Society of Pittsburgh,,,True,False,False,True,False
"Hmong Advancement, Inc",20112537,"Hmong Advancement, Inc",Hmong Advancement,61,Hmong Americans,Hmong Advancement,HND,,True,False,True,True,True
Hoh Tribe,20112542,Hoh Tribe,,100,Hoh Indian Tribe of the Hoh Indian Reservation,,,,True,False,True,True,False
"Holocaust Survivor Foundation USA, Inc",20112544,"Holocaust Survivor Foundation USA, Inc",Holocaust Survivor Foundation USA,68,Holocaust survivors,Holocaust Survivor Foundation,,,True,False,True,True,False
Home Health Advocacy Coalition,20112548,Home Health Advocacy Coalition,Home Health Advocacy Coalition,70,Reproductive Health Supplies Coalition,Home Health Advocacy Coalition,,,True,False,False,True,False
Homeownership Preservation Foundation,20112552,Homeownership Preservation Foundation,Homeownership Preservation Foundation,33,Hope Now Alliance,Homeownership Preservation Foundation,HOPE,,True,False,False,True,True
Homes for America Alliance,20112553,Homes for America Alliance,Homes for America Alliance,74,Homes on Wheels Alliance,Homes for America Alliance,,,True,False,False,True,False
"Homestretch, Inc",20112554,"Homestretch, Inc",Homestretch,40,Plan B Entertainment,Homestretch,,,True,False,True,True,False
Honest Honey Initiative,20112556,Honest Honey Initiative,Honest Honey Initiative,24,Burt's Bees,Honest Honey Initiative,,,True,False,False,True,False
Honeywell Institute for Ecosystems Education,20112557,Honeywell Institute for Ecosystems Education,Honeywell Institute for Ecosystems Education,30,Revathi Advaithi,Honeywell Institute for Ecosystems Education,,,True,False,False,True,False
HopeLab,20112560,HopeLab,HopeLab,100,Hopelab,Hopelab,,,True,True,False,False,False
Hosanna House,20112566,Hosanna House,Hosanna House,32,HCPT â€“ The Pilgrimage Trust,Hosanna House,HCPT,,True,False,False,True,True
Hospice and Pallative Nurses Association,20112567,Hospice and Pallative Nurses Association,Hospice and Pallative Nurses Association,51,Palliative care,Hospice and Pallative Nurses Association,,HPNA,True,False,False,True,True
Hospital & Healthsystem Association of Pennsylvania,20112569,Hospital & Healthsystem Association of Pennsylvania,Hospital & Healthsystem Association of Pennsylvania,100,Hospital and Healthsystem Association of Pennsylvania,Hospital and Healthsystem Association of Pennsylvania,,HAP,True,False,False,False,True
House Ear Institute,20112576,House Ear Institute,House Ear Institute,88,The House Institute Foundation,House Institute Foundation,HINT,,True,False,False,True,True
Housing Advisory Group,20112577,Housing Advisory Group,Housing Advisory Group,39,Peter Bradley (politician),Housing Advisory Group,,,True,False,False,True,False
Housing Development & Neighborhood Preservation Corporation,20112579,Housing Development & Neighborhood Preservation Corporation,Housing Development & Neighborhood Preservation Corporation,72,New York City Department of Housing Preservation and Development,Housing Development and Neighborhood Preservation Corporation,,,True,False,False,True,False
Housing Finance Alliance,20112580,Housing Finance Alliance,Housing Finance Alliance,77,Housing Development Finance Corporation,Housing Finance Alliance,,,True,False,False,True,False
Houston Zoo,20112581,Houston Zoo,,100,Houston Zoo,,AZA,,True,True,True,True,True
Hudson Guild,20112589,Hudson Guild,Hudson Guild,100,Hudson Guild,Hudson Guild,SLYI,,True,True,False,False,True
Human Rights at Home Campaign,20112594,Human Rights at Home Campaign,Human Rights at Home Campaign,100,Human Rights Campaign,Human Rights at Home Campaign,,,True,False,False,True,False
Humanity United,20112596,Humanity United,Humanity United,70,Crimes against humanity,Humanity United,,,True,False,False,True,False
Huntsville Hospital Foundation,20112605,Huntsville Hospital Foundation,Huntsville Hospital Foundation,71,"Huntsville, Alabama",Huntsville Hospital Foundation,,,True,False,False,True,False
Hydrogen Advisory Council,20112617,Hydrogen Advisory Council,Hydrogen Advisory Council,100,Hydrogen Council,Hydrogen Advisory Council,,,True,False,False,True,False
Infectious Disease Research Institute,20112646,Infectious Disease Research Institute,Infectious Disease Research Institute,100,Infectious Disease Research Institute,Infectious Disease Research Institute,IDRI,IDRI,True,True,False,False,False
Institute for 21st Century Energy,20112663,Institute for 21st Century Energy,Institute for 21st Century Energy,60,Timeline of the 21st century,Institute for 21st Century Energy,,,True,False,False,True,False
Institute for Energy and Environmental Research,20112664,Institute for Energy and Environmental Research,Institute for Energy and Environmental Research,100,Institute for Energy and Environmental Research,Institute for Energy and Environmental Research,IEER,IEER,True,True,False,False,False
Institute for Hepatitis and Virus Research,20112665,Institute for Hepatitis and Virus Research,Institute for Hepatitis and Virus Research,94,Hepatitis C virus,Institute for Hepatitis and Virus Research,,,True,False,False,True,False
Institute of the North,20112667,Institute of the North,Institute of the North,88,North-South Institute,Institute of the North,,,True,False,False,True,False
Inter-American College of Physicians and Surgeons,20112680,Inter-American College of Physicians and Surgeons,Inter-American College of Physicians and Surgeons,48,Oral and maxillofacial surgery,Interamerican College of Physicians and Surgeons,,ICPS,True,False,False,True,True
Inter-Cooperative Exchange Policy Advocacy Committee,20112681,Inter-Cooperative Exchange Policy Advocacy Committee,Inter-Cooperative Exchange Policy Advocacy Committee,58,International Cooperative Alliance,Inter-Cooperative Exchange Policy Advocacy Committee,,,True,False,False,True,False
Interactive Media Entertainment & Gaming Association,20112685,Interactive Media Entertainment & Gaming Association,Interactive Media Entertainment & Gaming Association,85,Entertainment Software Association,Interactive Media Entertainment and Gaming Association,,,True,False,False,True,False
International Association of Medical Equipment Remarketers and Servicers (IAMER,20112693,International Association of Medical Equipment Remarketers and Servicers (IAMER,International Association of Medical Equipment Remarketers and Servicers,0,,International Association of Medical Equipment Remarketers and ServicersIAMERS,,,False,False,True,True,False
International Biometrics and Identification Association,20112695,International Biometrics and Identification Association,International Biometrics and Identification Association,100,Biometrics,International Biometrics and Identification Association,,,True,False,False,True,False
International Brotherhood of Teamsters (Graphic Communications Conference),20112696,International Brotherhood of Teamsters (Graphic Communications Conference),International Brotherhood of Teamsters (Graphic Communications Conference),100,International Brotherhood of Teamsters,Graphic Communications Conference,,GCC,True,False,False,True,True
International Contrast Ultrasound Society,20112698,International Contrast Ultrasound Society,International Contrast Ultrasound Society,71,Medical ultrasound,International Contrast Ultrasound Society,,,True,False,False,True,False
