interest_group,org_id,original_name,original_name_2,similarity_score,current_name,current_name_2,acronym,acronym_2,active,name_match,helper_1,helper_2,helper_3
Bethpage Federal Credit Union,20110747,Bethpage Federal Credit Union,Bethpage Federal Credit Union,100,Bethpage Federal Credit Union,Bethpage Federal Credit Union,FCU,,TRUE,TRUE,FALSE,FALSE,TRUE
Better World Fund,20110749,Better World Fund,Better World Fund,83,Better World Books,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Bi-State Regional Commission,20110751,Bi-State Regional Commission,Bi-State Regional Commission,53,Royal Commission on Bilingualism and Biculturalism,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Bikes Belong Foundation,20110754,Bikes Belong Foundation,Bikes Belong Foundation,31,Outlaw motorcycle club,PeopleForBikes Foundation,,,TRUE,FALSE,FALSE,TRUE,FALSE
Bill PAC,20110755,Bill PAC,Bill PAC,20,Sean Waltman,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Biobased Products Coalition,20110765,Biobased Products Coalition,Biobased Products Coalition,31,Green growth,,,BPC,TRUE,FALSE,FALSE,TRUE,TRUE
Biobusiness Alliance of Minnesota,20110766,Biobusiness Alliance of Minnesota,Biobusiness Alliance of Minnesota,30,Sharon Peacock,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Biomass Power Association,20110770,Biomass Power Association,Biomass Power Association,29,Bioenergy,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Biomass Thermal Energy Council,20110771,Biomass Thermal Energy Council,Biomass Thermal Energy Council,100,Biomass Thermal Energy Council,Biomass Thermal Energy Council,BTEC,BTEC,TRUE,TRUE,FALSE,FALSE,FALSE
Bioscrip Corporation,20110775,Bioscrip Corporation,Bioscrip Corporation,29,Specialty drugs in the United States,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Bipartisan Advocacy Center,20110778,Bipartisan Advocacy Center,Bipartisan Advocacy Center,84,Bipartisan Policy Center,Bipartisan Policy Center,,,TRUE,FALSE,FALSE,FALSE,FALSE
Bipartisan Policy Center Action Network,20110779,Bipartisan Policy Center Action Network,Bipartisan Policy Center Action,62,Bipartisan Safer Communities Act,BPC Action,,BPCAN,TRUE,FALSE,TRUE,TRUE,TRUE
"Blackfeet Reservation Devlopment Fund, Inc",20110785,"Blackfeet Reservation Devlopment Fund, Inc",Blackfeet Reservation Devlopment Fund,0,,,,,FALSE,FALSE,TRUE,FALSE,FALSE
Blog with Integrity,20110794,Blog with Integrity,Blog with Integrity,78,Data integrity,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Blue Green Alliance,20110808,Blue Green Alliance,Blue Green Alliance,81,Blue and White (political alliance),,,BGA,TRUE,FALSE,FALSE,TRUE,TRUE
Blue Lake Rancheria Economic Development Corporation,20110809,Blue Lake Rancheria Economic Development Corporation,Blue Lake Rancheria Economic Development Corporation,60,Harvard Project on American Indian Economic Development,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Boeing Employees' Credit Unon,20110825,Boeing Employees' Credit Unon,Boeing Employees' Credit Unon,0,,,,BECU,FALSE,FALSE,FALSE,FALSE,TRUE
Bond Dealers of America,20110830,Bond Dealers of America,Bond Dealers of America,60,List of James Bond films,,,BDA,TRUE,FALSE,FALSE,TRUE,TRUE
Born Fighting PAC,20110838,Born Fighting PAC,Born Fighting PAC,16,Jim Webb,,SPAN,,TRUE,FALSE,FALSE,TRUE,TRUE
Boston Foundation for Sight,20110844,Boston Foundation for Sight,Boston Foundation for Sight,29,Perry Rosenthal,BostonSight,CLMA,,TRUE,FALSE,FALSE,TRUE,TRUE
Bowery Residents' Committee Inc (BRC),20110853,Bowery Residents' Committee Inc (BRC),Bowery Residents' Committee,11,CBGB,,,BRC,TRUE,FALSE,TRUE,TRUE,TRUE
Bowl Championship Series (client of Hogan Lovells US LLP),20110854,Bowl Championship Series (client of Hogan Lovells US LLP),,0,,,,,FALSE,FALSE,TRUE,FALSE,FALSE
Boy Scouts of America (Indian Nations Council),20110855,Boy Scouts of America (Indian Nations Council),"Indian Nations Council, Boys Scouts of America",84,List of council camps (Boy Scouts of America),Indian Nations Council BSA,,,TRUE,FALSE,TRUE,TRUE,FALSE
"Boy Scouts of America, National Capital Area Council",20110856,"Boy Scouts of America, National Capital Area Council",National Capital Area Council,74,Scout councils (Boy Scouts of America),"National Capital Area Council, BSA",,,TRUE,FALSE,TRUE,TRUE,FALSE
Boys & Girls Club/Santa Clarita Valley,20110858,Boys & Girls Club/Santa Clarita Valley,Boys & Girls Club/Santa Clarita Valley,59,"Valencia High School (Santa Clarita, California)",,,,TRUE,FALSE,FALSE,TRUE,FALSE
Boys and Girls Club of South Queens,20110859,Boys and Girls Club of South Queens,Boys and Girls Club of South Queens,36,"High School for Construction Trades, Engineering and Architecture",,,,TRUE,FALSE,FALSE,TRUE,FALSE
"Boys and Girls Home and Family Services, Inc",20110860,"Boys and Girls Home and Family Services, Inc",Boys and Girls Home and Family Services,79,Mercy Home for Boys and Girls,,,,TRUE,FALSE,TRUE,TRUE,FALSE
Breakthrough Charter Schools,20110874,Breakthrough Charter Schools,Breakthrough Charter Schools,58,District of Columbia Public Charter School Board,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Breast Cancer Fund,20110875,Breast Cancer Fund,Breast Cancer Fund,84,Breast cancer awareness,,,,TRUE,FALSE,FALSE,TRUE,FALSE
"Bricklayers Union, Local #5",20110883,"Bricklayers Union, Local #5",Bricklayers Union,39,List of trade unions in the United Kingdom,Bricklayers Local 5,,,TRUE,FALSE,TRUE,TRUE,FALSE
Broker/Dealer Coordination Group,20110904,Broker/Dealer Coordination Group,Broker/Dealer Coordination Group,24,Ladenburg Thalmann,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Brooklyn Health Information Exchange,20110910,Brooklyn Health Information Exchange,Brooklyn Health Information Exchange,30,HealthShare,,BHIX,,TRUE,FALSE,FALSE,TRUE,TRUE
Brunswick Beaches Consortium,20110914,Brunswick Beaches Consortium,Brunswick Beaches Consortium,60,New Brunswick Route 1,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Buck Institute,20110916,Buck Institute,Buck Institute,100,Buck Institute for Research on Aging,Buck Institute for Research on Aging,,,TRUE,TRUE,FALSE,FALSE,FALSE
Building Educated Leaders for Life (BELL),20110922,Building Educated Leaders for Life (BELL),Building Educated Leaders for Life,53,Eileen Bell,BellXcel,,BELL,TRUE,FALSE,TRUE,TRUE,TRUE
Building Owners and Managers Association of Chicago,20110923,Building Owners and Managers Association of Chicago,Building Owners and Managers Association of Chicago,76,Chicago Board of Trade Building,BOMA Chicago,,BOMA,TRUE,FALSE,FALSE,TRUE,TRUE
Burke Community Partnership,20110928,Burke Community Partnership,Burke Community Partnership,33,Reflections on the Revolution in France,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Business Council of New Orleans,20110934,Business Council of New Orleans,Business Council of New Orleans,78,"U.S. Route 90 Business (New Orleans, Louisiana)",,,,TRUE,FALSE,FALSE,TRUE,FALSE
CEO Council for Growth,20110949,CEO Council for Growth,CEO Council for Growth,21,GGP Inc.,,,,TRUE,FALSE,FALSE,TRUE,FALSE
CHF International,20110952,CHF International,CHF International,100,CHF,Global Communities,,,TRUE,FALSE,FALSE,TRUE,FALSE
CNFA,20110963,CNFA,Cultivating New Frontiers in Agriculture,14,Cultivating New Frontiers in Agriculture,Cultivating New Frontiers in Agriculture,,CNFA,TRUE,FALSE,TRUE,FALSE,TRUE
CRE Finance Council,20110969,CRE Finance Council,CRE Finance Council,39,Commercial Mortgage Securities Association,,CRE,CRE,TRUE,FALSE,FALSE,TRUE,FALSE
CURE International,20110974,CURE International,CURE International,100,CURE International,CURE International,CURE,CURE,TRUE,TRUE,FALSE,FALSE,FALSE
Cache Highland Water Association,20110979,Cache Highland Water Association,Cache Highland Water Association,80,Highland Inn,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Cal Ripken Sr. Foundation,20110981,Cal Ripken Sr. Foundation,Cal Ripken Sr. Foundation,67,Billy Ripken,"Cal Ripken, Sr. Foundation",,,TRUE,FALSE,FALSE,TRUE,FALSE
California Agricultural Commissioners and Sealers Association,20110992,California Agricultural Commissioners and Sealers Association,California Agricultural Commissioners and Sealers Association,59,"Tulare County, California",,,CACASA,TRUE,FALSE,FALSE,TRUE,TRUE
California Asociation of Mortgage Professionals,20110993,California Asociation of Mortgage Professionals,California Asociation of Mortgage Professionals,0,,,,CAMP,FALSE,FALSE,FALSE,FALSE,TRUE
California Association of Microenterprise Opportunity,20110994,California Association of Microenterprise Opportunity,California Association of Microenterprise Opportunity,37,Accion U.S. Network,,,CAMEO,TRUE,FALSE,FALSE,TRUE,TRUE
California Association of Mortgage Brokers,20110995,California Association of Mortgage Brokers,California Association of Mortgage Brokers,70,Mortgage broker,California Association of Mortgage Professionals,,CAMP,TRUE,FALSE,FALSE,TRUE,TRUE
California Cable & Telecommunications Association,20110996,California Cable & Telecommunications Association,California Cable & Telecommunications Association,50,Cable television in the United States,California Cable and Telecommunications Association,,CCTA,TRUE,FALSE,FALSE,TRUE,TRUE
California Charter Schools Association,20110997,California Charter Schools Association,California Charter Schools Association,59,Charter schools in the United States,,,CCSA,TRUE,FALSE,FALSE,TRUE,TRUE
California Citrus Mutual,20110998,California Citrus Mutual,California Citrus Mutual,59,2018 United States Senate election in California,,,CCM,TRUE,FALSE,FALSE,TRUE,TRUE
California Dairies Inc.,20111000,California Dairies Inc.,California Dairies,48,Dairy Management Inc.,,,CDI,TRUE,FALSE,TRUE,TRUE,TRUE
California Dental Association,20111002,California Dental Association,California Dental Association,100,California Dental Association,California Dental Association,CDA,CDA,TRUE,TRUE,FALSE,FALSE,FALSE
California Emergency Physicians America,20111005,California Emergency Physicians America,California Emergency Physicians America,67,Emergency medicine,,,,TRUE,FALSE,FALSE,TRUE,FALSE
California Fig Advisory Board,20111006,California Fig Advisory Board,California Fig Advisory Board,43,Fig (company),,,,TRUE,FALSE,FALSE,TRUE,FALSE
California Science Center,20111011,California Science Center,California Science Center,100,California Science Center,California Science Center,,,TRUE,TRUE,FALSE,FALSE,FALSE
California Ski Industry Association,20111012,California Ski Industry Association,California Ski Industry Association,28,Warren Miller (director),,,,TRUE,FALSE,FALSE,TRUE,FALSE
California Tribal Business Alliance,20111015,California Tribal Business Alliance,California Tribal Business Alliance,73,Hulun (alliance),,,CTBA,TRUE,FALSE,FALSE,TRUE,TRUE
California Valley Miwok Tribe,20111016,California Valley Miwok Tribe,,100,California Valley Miwok Tribe,,PDF,,TRUE,TRUE,TRUE,TRUE,TRUE
California Wetfish Producers Association,20111017,California Wetfish Producers Association,California Wetfish Producers Association,44,Oceana (non-profit group),,CWPA,CWPA,TRUE,FALSE,FALSE,TRUE,FALSE
California and Nevada Credit Union Leagues (client of Lionel Sawyer & Collins),20111018,California and Nevada Credit Union Leagues (client of Lionel Sawyer & Collins),California and Nevada Credit Union Leagues,37,List of Wesleyan University people,California and Nevada Credit Union Leagues,,,TRUE,FALSE,TRUE,TRUE,FALSE
Callen-Lorde Community Health Center,20111020,Callen-Lorde Community Health Center,Callen-Lorde Community Health Center,100,Callen-Lorde Community Health Center,Callen-Lorde Community Health Center,HOTT,,TRUE,TRUE,FALSE,FALSE,TRUE
Camillus House,20111032,Camillus House,Camillus House,73,Camillus de Lellis,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Camp Fire USA,20111033,Camp Fire USA,Camp Fire USA,82,Camp Fire (organization),,,,TRUE,FALSE,FALSE,TRUE,FALSE
Campaign for Community Change,20111034,Campaign for Community Change,Campaign for Community Change,100,Community Change,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Campaign for Youth Justice,20111035,Campaign for Youth Justice,Campaign for Youth Justice,100,Campaign for Youth Justice,Campaign for Youth Justice,CFYJ,CFYJ,TRUE,TRUE,FALSE,FALSE,FALSE
Campaign for a U.S.-Afghanistan Partnership,20111036,Campaign for a U.S.-Afghanistan Partnership,Campaign for a U.S.-Afghanistan Partnership,78,U.S.–Afghanistan Strategic Partnership Agreement,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Campaign for all District of Columbia Families,20111037,Campaign for all District of Columbia Families,Campaign for all District of Columbia Families,23,"Washington, D.C.",,,,TRUE,FALSE,FALSE,TRUE,FALSE
Campaign to End Obesity,20111038,Campaign to End Obesity,Campaign to End Obesity,100,Obesity,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Cape & Islands H2B Visa Coalition,20111049,Cape & Islands H2B Visa Coalition,Cape & Islands H2B Visa Coalition,31,Border control,Cape and Islands H2B Visa Coalition,,,TRUE,FALSE,FALSE,TRUE,FALSE
Cape Cod Cranberry Growers Association,20111050,Cape Cod Cranberry Growers Association,Cape Cod Cranberry Growers Association,100,Cranberry,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Capital Area Food Bank,20111054,Capital Area Food Bank,Capital Area Food Bank,100,Capital Area Food Bank,Capital Area Food Bank,,,TRUE,TRUE,FALSE,FALSE,FALSE
Capital Unity Council,20111060,Capital Unity Council,Capital Unity Council,76,Council of Arab Economic Unity,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Carbon Offset Providers Coalition,20111068,Carbon Offset Providers Coalition,Carbon Offset Providers Coalition,52,Carbon neutrality,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Cardiovascular Outpatient Center Alliance,20111072,Cardiovascular Outpatient Center Alliance,Cardiovascular Outpatient Center Alliance,30,Virtua Health,,,,TRUE,FALSE,FALSE,TRUE,FALSE
CareOregon,20111079,CareOregon,CareOregon,50,Oregon Health Plan,,OHP,,TRUE,FALSE,FALSE,TRUE,TRUE
Carnegie Museums of Pittsburgh,20111091,Carnegie Museums of Pittsburgh,,100,Carnegie Museums of Pittsburgh,,,,TRUE,TRUE,TRUE,TRUE,FALSE
Cathedral Choral Society of the Washington National Cathedral,20111108,Cathedral Choral Society of the Washington National Cathedral,Cathedral Choral Society of the Washington National Cathedral,100,Washington National Cathedral,,,,TRUE,FALSE,FALSE,TRUE,FALSE
"Cathedral Foundation of Jacksonville, Inc",20111110,"Cathedral Foundation of Jacksonville, Inc",Cathedral Foundation of Jacksonville,75,"Jacksonville, Florida",,,,TRUE,FALSE,TRUE,TRUE,FALSE
Catholic Cemetery Conference,20111111,Catholic Cemetery Conference,Catholic Cemetery Conference,59,Roman Catholic Archdiocese of Denver,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Catholic Charities Archdiocese of New Orleans,20111112,Catholic Charities Archdiocese of New Orleans,Catholic Charities Archdiocese of New Orleans,92,Roman Catholic Archdiocese of New Orleans,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Cayuga Indian Nation of New York,20111114,Cayuga Indian Nation of New York,,100,Cayuga Nation of New York,,,,TRUE,FALSE,TRUE,TRUE,FALSE
Cbr Systems Inc.,20111116,Cbr Systems Inc.,Cbr Systems,35,Verifone,Cord Blood Registry,,,TRUE,FALSE,TRUE,TRUE,FALSE
Cecile Buonocore and Other American Victims of the Rome Airport Attack,20111117,Cecile Buonocore and Other American Victims of the Rome Airport Attack,,0,,,,,FALSE,FALSE,TRUE,FALSE,FALSE
"Celebrate Freedom Foundation, Inc",20111120,"Celebrate Freedom Foundation, Inc",Celebrate Freedom Foundation,67,Wikimedia Foundation,Wikimedia Foundation,,,TRUE,FALSE,TRUE,FALSE,FALSE
Center for Children's Law and Policy,20111136,Center for Children's Law and Policy,Center for Children's Law and Policy,69,National Center for Missing & Exploited Children,,,CCLP,TRUE,FALSE,FALSE,TRUE,TRUE
Center for Coastal Conservation Political Action Committee,20111137,Center for Coastal Conservation Political Action Committee,Center for Coastal Conservation Political Action Committee,52,List of environmental and conservation organizations in the United States,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Center for Competitive Politics,20111138,Center for Competitive Politics,Center for Competitive Politics,50,Institute for Free Speech,Institute for Free Speech,,IFS,TRUE,FALSE,FALSE,FALSE,TRUE
